Molecule ChEMBL ID,smiles,pIC50
CHEMBL242580,Cc1cc(C2CCCCC2)n(O)c(=O)c1.NCCO,5.60
CHEMBL3260048,C=CCN1C(=O)CS/C1=N\N=C\C=C\c1ccc([N+](=O)[O-])s1,5.55
CHEMBL3260096,C=CCn1c(C)cs/c1=N/N=C/C=C/c1ccco1,5.20
CHEMBL110,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,5.16
CHEMBL3260065,O=[N+]([O-])c1ccc(-c2cs/c(=N/C=C/c3ccc([N+](=O)[O-])s3)[nH]2)cc1,5.00
CHEMBL3260051,C=CCN1C(=O)CS/C1=N\N=C\C=C\c1cccs1,4.70
CHEMBL1862986,CC(C)(C)NC(=O)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,7.32
CHEMBL1862806,OC(c1ccc(C(F)(F)F)cc1)(c1ccc(C(F)(F)F)cc1)c1cccnc1,7.83
CHEMBL1863117,OC(c1ccc(Cl)cc1)(c1cccnc1)c1ccccc1Br,7.12
CHEMBL1863227,OC(c1cccnc1)(c1cccc(F)c1)c1ccccc1Cl,6.25
CHEMBL1862870,OC(c1cccnc1)(c1cccs1)c1ccccc1Cl,6.46
CHEMBL1863487,Clc1ccc(C(c2cccnc2)N2CCN(c3ccccc3)CC2)cc1,7.47
CHEMBL1862968,CC(C)CC(Nc1cccnc1)c1ccc(Cl)cc1,6.19
CHEMBL1209417,N#Cc1c(NC(=O)c2cccs2)[n+]([O-])c2cc(F)c(F)cc2[n+]1[O-],4.97
CHEMBL1862910,OC(c1cccnc1)(c1ccc(Cl)cc1F)c1ccc(Cl)cc1F,7.80
CHEMBL1863421,O=C1CCCN1CCCNC(c1ccc(Cl)cc1)c1cccnc1,6.42
CHEMBL1863258,CC(C)Oc1ncc(C(O)(c2ccc(Cl)cc2)c2cccnc2)cn1,7.22
CHEMBL1863145,CS(=O)(=O)N1CCN(C(c2cccnc2)c2ccc(Cl)cc2F)CC1,7.34
CHEMBL1863198,Cc1cnc(C(O)(c2ccc(Cl)cc2)c2cncnc2)cn1,5.68
CHEMBL1863310,O=C(c1ccccc1)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cncs2)CC1,7.48
CHEMBL1863365,FC(F)(F)c1ccc(C(NC2CCN(c3ncccn3)CC2)c2cncs2)cc1,7.70
CHEMBL110,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,5.42
CHEMBL1504404,COc1ccc(-c2nc3ccccc3nc2-c2ccc(OC)cc2)cc1,5.00
CHEMBL3397250,COc1ccc2nc(S(C)(=O)=O)c(NC3CCCCC3)nc2c1,4.70
CHEMBL3397259,C[S+]([O-])c1nc2ccc(Cl)cc2nc1NC1CCCCC1,6.13
CHEMBL3397245,CCCCNc1nc2ccccc2nc1S(C)(=O)=O,5.06
CHEMBL1862943,O=S(=O)(c1ccccc1)N1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1,7.18
CHEMBL1862992,CC(C)C(=O)N1CCC(NC(c2cnccn2)c2ccc(F)cc2F)CC1,6.07
CHEMBL1863412,O=C(c1ccccc1)N1CCC(NC(c2cnccn2)c2ccc(F)cc2F)CC1,6.17
CHEMBL1862974,CC(C)(C)NC(=O)N1CCC(NC(c2ccc(Cl)cc2)c2cccnc2)CC1,7.22
CHEMBL1863385,CCOC(=O)N1CCC(NC(c2ccc(Cl)cc2)c2cccnc2)CC1,7.16
CHEMBL1863129,CN(C)C(=O)N1CCC(NC(c2ccc(Cl)cc2)c2cccnc2)CC1,6.77
CHEMBL1862945,O=C(N1CCCCC1)N1CCC(NC(c2ccc(Cl)cc2)c2cccnc2)CC1,7.24
CHEMBL1448,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,5.60
CHEMBL3397257,CS(=O)(=O)c1nc2ccc(Cl)cc2nc1NC1CCCCC1,5.02
CHEMBL2070385,CCCCCCCCN1CCNCc2cc([nH]n2)CNCCN(CCCCCCCC)CCNCc2cc(n[nH]2)CNCC1.Cl,4.33
CHEMBL3331080,CCCCCCOc1ccc(NC2=CC(=O)c3ccccc3C2=O)cc1,5.76
CHEMBL4634737,COc1ccc2c(c1OC)CO[C@@H]2[C@H]1c2c(cc3c(c2OC)OCO3)CCN1C(CN=C=S)c1cccnc1,5.72
CHEMBL273135,CCNC(=S)N/N=C/C=C/c1ccc([N+](=O)[O-])o1,5.39
CHEMBL1492174,COc1ccc(-c2nc3ccccc3nc2-c2ccccc2)cc1,4.67
CHEMBL1863468,O=C(NC1CCN(C(c2cncnc2)c2ccc(Cl)cc2F)CC1)c1cc(F)ccc1F,7.65
CHEMBL1863063,CS(=O)(=O)N1CCN(C(c2ccc(C#N)cc2)c2cccnc2)CC1,6.44
CHEMBL1863131,CS(=O)(=O)N1CCN(C(c2cncnc2)c2ccc(C(F)(F)F)cc2F)CC1,7.61
CHEMBL1863432,Cc1nocc1C(=O)NC1CCN(C(c2ccc(C#N)cc2)c2cccnc2)CC1,7.26
CHEMBL4461563,COc1cc(/C=C/C(=O)c2ccc(OC/C=C(\C)CCC=C(C)C)c(OC)c2)ccc1OC/C=C(\C)CCC=C(C)C,4.52
CHEMBL4527272,Cl.Cl.Cl.Cl.Cl.Cl.c1ccc(-c2n[nH]cc2CNCCN(CCNCc2c[nH]nc2-c2ccccc2)CCNCc2c[nH]nc2-c2ccccc2)cc1,4.14
CHEMBL4457353,Cl.Cl.Cl.NCCN(CCN)CCNCc1ccc2ccccc2c1,4.37
CHEMBL1863144,CC(C)(C)OC(=O)N1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1,6.89
CHEMBL1863493,CCS(=O)(=O)N1CCN(C(c2ccc(Cl)cc2)c2cccnc2)CC1,7.33
CHEMBL1863037,O=S(=O)(C1CCCCC1)N1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1,7.19
CHEMBL1863264,CS(=O)(=O)NC1CCN(C(c2cnccn2)c2ccc(F)cc2F)CC1,5.86
CHEMBL4451604,Cl.Cl.Cl.NCCN(CCN)CCNCc1ccc2c(c1)Cc1ccccc1-2,4.83
CHEMBL4451604,Cl.Cl.Cl.NCCN(CCN)CCNCc1ccc2c(c1)Cc1ccccc1-2,4.58
CHEMBL1459312,COc1ccc(C(=O)CCNc2ccc(F)cc2)cc1,4.83
CHEMBL4563591,O=C(CCN1CCN(c2ccc([N+](=O)[O-])cc2)CC1)c1ccc(O)cc1,4.61
CHEMBL4469091,O=C(CCN1CCN(c2ccc(Cl)cc2)CC1)c1ccc(O)cc1,4.92
CHEMBL4563591,O=C(CCN1CCN(c2ccc([N+](=O)[O-])cc2)CC1)c1ccc(O)cc1,4.89
CHEMBL4463311,COc1ccc(C(=O)CCNc2ccc(Cl)cc2)cc1,5.14
CHEMBL1459312,COc1ccc(C(=O)CCNc2ccc(F)cc2)cc1,5.68
CHEMBL4463311,COc1ccc(C(=O)CCNc2ccc(Cl)cc2)cc1,4.89
CHEMBL4469091,O=C(CCN1CCN(c2ccc(Cl)cc2)CC1)c1ccc(O)cc1,6.16
CHEMBL4463311,COc1ccc(C(=O)CCNc2ccc(Cl)cc2)cc1,5.22
CHEMBL4475359,O=C(CCN1CCN(c2ccc(C(F)(F)F)cc2)CC1)c1ccc(O)cc1,5.18
CHEMBL4469091,O=C(CCN1CCN(c2ccc(Cl)cc2)CC1)c1ccc(O)cc1,5.35
CHEMBL3215875,Cl.Cl.O=[N+]([O-])c1nccn1CCCN1CCN(Cc2ccc(C(F)(F)F)cc2)CC1,4.68
CHEMBL3142410,Cl.Cl.O=[N+]([O-])c1ncn(CCCCN2CCN(Cc3ccc(C(F)(F)F)cc3)CC2)n1,6.38
CHEMBL1862975,CC(=O)N1CCN(C(c2ccc(Cl)cc2)c2cccnc2)CC1,6.31
CHEMBL1862812,Cc1ccncc1C(O)(c1ccc(Cl)cc1)c1ccc(C(F)(F)F)cc1,7.38
CHEMBL1863482,CC(C)Oc1ccc(C(O)(c2ccc(OC(C)C)cc2)c2cccnc2)cc1,7.80
CHEMBL1862879,OC(c1cccnc1)(c1cccs1)c1ccc(Cl)cc1F,8.30
CHEMBL1863241,OC(c1ccc(Cl)cc1)(c1cccnc1)c1cnc(Cl)nc1,6.79
CHEMBL1863409,Fc1cc(Cl)ccc1C(c1cccnc1)N1CCN(c2ccccc2)CC1,7.75
CHEMBL1863483,CC(C)C(=O)N1CCN(C(c2cccnc2)c2ccc(Cl)cc2F)CC1,7.21
CHEMBL1862950,N#Cc1ccnc(N2CCC(NC(c3ccc(Cl)cc3)c3cccnc3)CC2)n1,7.22
CHEMBL1863374,Fc1cnc(N2CCC(NC(c3ccc(Cl)cc3)c3cccnc3)CC2)nc1,7.47
CHEMBL1863436,FC(F)(F)c1ccc(N2CCC(NC(c3ccc(Cl)cc3)c3cccnc3)CC2)nc1,7.72
CHEMBL1208870,N#Cc1c(-c2cccs2)[n+]([O-])c2ccc(C(F)(F)F)cc2[n+]1[O-],5.11
CHEMBL1863227,OC(c1cccnc1)(c1cccc(F)c1)c1ccccc1Cl,6.12
CHEMBL1863226,OC(c1ccc(Cl)cc1)(c1cccnc1)c1c(F)cccc1Cl,6.76
CHEMBL1862983,OC(c1ccc(Cl)cc1)(c1cccnc1)c1ccc(Cl)s1,7.11
CHEMBL1862838,OC(c1ccc(Cl)cc1)(c1cccnc1)c1ccc(Cl)cc1F,7.72
CHEMBL1863272,OC(c1ccc(Cl)cc1)(c1cccnc1)c1c(F)cccc1F,7.10
CHEMBL1862927,Nc1ncc(C(O)(c2ccc(Cl)cc2)c2cccnc2)cn1,6.54
CHEMBL1862984,CS(=O)(=O)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,6.72
CHEMBL1862874,CS(=O)(=O)NC1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1,6.20
CHEMBL1863305,O=C(NC1CCN(C(c2cncnc2)c2ccc(Cl)cc2F)CC1)C1CC1,6.82
CHEMBL1862810,O=S(=O)(C1CCCCC1)N1CCC(NC(c2cnccn2)c2ccc(F)cc2F)CC1,6.38
CHEMBL1862953,CC(C)c1ccc(S(=O)(=O)N2CCC(NC(c3cnccn3)c3ccc(F)cc3F)CC2)cc1,6.68
CHEMBL212845,NC(=S)N/N=C1\CCc2ccccc21,4.73
CHEMBL267345,C[C@@H]1OC(=O)C[C@H](O)C[C@H](O)CC[C@@H](O)[C@H](O)C[C@H](O)C[C@]2(O)C[C@H](O)[C@@H](C(=O)O)[C@H](C[C@@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H](N)[C@@H]3O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](C)[C@@H](O)[C@H]1C)O2,6.82
CHEMBL1950465,COc1ccc(CNCCCCCCCCCCNCc2ccc(OC)cc2)cc1,5.64
CHEMBL1950467,c1ccc(COc2ccc(CNCCCCCCNCc3ccc(OCc4ccccc4)cc3)cc2)cc1,5.74
CHEMBL290960,CC1CS(=O)(=O)CCN1/N=C/c1ccc([N+](=O)[O-])o1,5.68
CHEMBL2322509,CN(C)c1ccc(C2SCC(=O)N2CCCNc2c3c4ccccc4nc-3n(C)c3ccccc23)cc1,5.56
CHEMBL2420112,NC(=S)N/N=C(\CO)c1ccc([N+](=O)[O-])cc1,4.42
CHEMBL3121907,C/C(=N\NC(N)=S)C(C)Oc1cccc(-c2ccccc2)c1,5.66
CHEMBL3331097,Cn1ncc2c1C(=O)C1=C(CC(C)(C)O1)C2=O,5.60
CHEMBL575487,COC(=O)[C@H](NC(=O)c1cc(COc2ccc3sc(C)nc3c2)on1)c1ccccc1,4.43
CHEMBL516030,Cc1ccc(-c2c(C#N)[n+]([O-])c3cc(C)ccc3[n+]2[O-])cc1,4.30
CHEMBL473109,COc1ccc2c(c1)[n+]([O-])c(C#N)c(-c1ccc(C)cc1)[n+]2[O-],4.72
CHEMBL445501,COc1ccc(-c2c(C#N)[n+]([O-])c3cc(C)ccc3[n+]2[O-])cc1,4.72
CHEMBL1092698,Oc1ccc(/C=N/Nc2ncnc3sc4c(c23)CCCC4)cc1,4.95
CHEMBL1092279,FC(F)(F)c1ccc(/C=N/Nc2ncnc3sc4c(c23)CCCC4)cc1,4.98
CHEMBL1922442,Cl.O=[N+]([O-])c1ncn(CCCCNc2ccnc3cc(C(F)(F)F)ccc23)n1,6.52
CHEMBL1862933,Fc1cc(Cl)ccc1C(c1cccnc1)N1CCN(c2ncccn2)CC1,7.58
CHEMBL3355355,CC(C)c1cc2c(c(Br)c1O)[C@@]1(C)CCCC(C)(C)[C@@H]1CC2,4.38
CHEMBL195296,CC(C)c1cc2c(cc1O)[C@@]1(C)CCCC(C)(C)[C@@H]1CC2=O,4.48
CHEMBL3105865,COc1ccc(/C=C/C(=O)/C(C)=C/c2ccc([N+](=O)[O-])cc2)cc1,5.00
CHEMBL3085899,O=S(=O)(Nc1ccc2cn[nH]c2c1)c1ccc(F)cc1,4.54
CHEMBL568488,O=S(=O)(/C=C/c1ccc2no[n+]([O-])c2c1)c1ccccc1,5.80
CHEMBL568488,O=S(=O)(/C=C/c1ccc2no[n+]([O-])c2c1)c1ccccc1,4.60
CHEMBL596960,Brc1ccc2[nH]c3c[n+](Cc4ccc5ccccc5c4)ccc3c2c1.[Br-],5.12
CHEMBL590014,CCCC[n+]1ccc2c(c1)[nH]c1ccc(Br)cc12.[I-],4.45
CHEMBL598403,Clc1ccc2[nH]c3c[n+](Cc4ccccc4)ccc3c2c1.[Br-],4.61
CHEMBL610496,Brc1cccc2c1[nH]c1c[n+](Cc3ccccc3)ccc12.[Br-],4.37
CHEMBL515313,Clc1ccc2[nH]c3c[n+](CCOCC[n+]4ccc5c(c4)[nH]c4ccc(Cl)cc45)ccc3c2c1.[Cl-].[Cl-],4.29
CHEMBL4543554,O=C(c1cc(C2CC2)on1)N1CCCC(c2cc3ncccc3[nH]2)C1,5.41
CHEMBL471177,COc1ccc([C@@H]2O[C@H](c3ccc4c(c3)OCO4)[C@@H](C)[C@H]2C)cc1OC,5.66
CHEMBL2070383,Cl.Cn1nc2cc1CNCCNCCNCc1cc(n(C)n1)CNCCNCCNC2,5.89
CHEMBL3104530,O=C(c1ccccc1)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,8.10
CHEMBL468260,N#Cc1ccc(/C=N/NC(=O)/C(=C/c2cnn(-c3ccccc3)c2)c2ccc(F)cc2)cc1,4.27
CHEMBL2415073,CCOC(=O)c1c(C(F)(F)F)[n+]([O-])c2ccccc2[n+]1[O-],5.40
CHEMBL2415069,COC(=O)c1c(C(F)(F)F)[n+]([O-])c2cc(Cl)c(Cl)cc2[n+]1[O-],4.97
CHEMBL2415066,COC(=O)c1c(C(F)(F)F)[n+]([O-])c2ccc(C)cc2[n+]1[O-],4.86
CHEMBL2413130,CCCCc1ccc(C2=NN(C(C)=O)C(c3ccc([N+](=O)[O-])o3)O2)cc1,5.08
CHEMBL479593,COc1ccc(C(=O)N/N=C/c2ccc([N+](=O)[O-])o2)cc1,5.41
CHEMBL4101872,C=C1C(=O)O[C@@H](/C=C(\C)C=O)[C@@H]1[C@H](/C=C(/C)C(C)=O)OC(=O)/C(C)=C\C,4.95
CHEMBL3338026,Cc1cc(C)c(N(C)c2nc(N)nc(Nc3ccc(C#N)cc3)n2)c(C)c1,5.13
CHEMBL71521,Cc1cc(C)c(Oc2nc(N)nc(Nc3ccc(C#N)cc3)n2)c(C)c1,5.13
CHEMBL421114,Cc1cccc(C)c1Oc1nc(N)nc(Nc2ccc(C#N)cc2)n1,5.06
CHEMBL71659,Cc1cc(Cl)cc(C)c1Oc1nc(N)nc(Nc2ccc(C#N)cc2)n1,5.15
CHEMBL4172011,C/C(=N\Nc1nc(-c2ccc(Cl)c(Cl)c2Cl)cs1)c1ccc(Cl)c(Cl)c1,5.22
CHEMBL110,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,4.97
CHEMBL290960,CC1CS(=O)(=O)CCN1/N=C/c1ccc([N+](=O)[O-])o1,5.72
CHEMBL4211848,COc1cc(OC)cc(C(O)C#CC(O)c2ccccc2)c1,5.30
CHEMBL4214382,COc1ccc(C(O)C#CC(O)c2ccccc2)c(OC)c1,4.42
CHEMBL4218125,COc1ccc(C2CCC(c3ccccc3)O2)cc1,5.04
CHEMBL4207352,COc1cccc(C(=O)CCC(=O)c2ccccc2)c1,4.74
CHEMBL518446,OC[C@H]1O[C@@H](n2cnc3c(Nc4ccccc4)nc(NC4CCCC4)nc32)[C@H](O)[C@@H]1O,5.82
CHEMBL3397259,C[S+]([O-])c1nc2ccc(Cl)cc2nc1NC1CCCCC1,5.40
CHEMBL3397256,CCCCNc1nc2cc(Cl)ccc2nc1S(C)(=O)=O,5.10
CHEMBL4243506,COc1ccc2nc(-c3ccc(-c4ccccc4)cc3)c(-c3ccc(S(C)(=O)=O)cc3)nc2c1,4.70
CHEMBL1797577,CC1(C)CCc2c(c3ccccc3c3nc(-c4c[nH]c5ccccc45)[nH]c23)O1,4.81
CHEMBL4294056,CCCCCn1cnc2c3c(c4ccccc4c21)OC(C)(C)CC3,4.03
CHEMBL4278911,CCCCCCn1cnc2c3c(c4ccccc4c21)OC(C)(C)CC3,4.37
CHEMBL179743,COc1cc2nc(N3CCN(C4=CC(=O)c5ccccc5C4=O)CC3)nc(N)c2cc1OC,5.43
CHEMBL1922431,Cc1nc(NCCCn2ccnc2[N+](=O)[O-])c2ccccc2n1.Cl,5.68
CHEMBL1922437,COc1cc2nc(Cl)nc(NCCCCn3ccnc3[N+](=O)[O-])c2cc1OC.Cl,6.01
CHEMBL1922439,O=C1C(Cl)=C(NCCCn2ccnc2[N+](=O)[O-])C(=O)c2ccccc21,4.52
CHEMBL3142409,Cl.Cl.O=[N+]([O-])c1ncn(CCCN2CCN(Cc3ccc(C(F)(F)F)cc3)CC2)n1,6.47
CHEMBL474139,Cc1nc2ccccc2nc1C(=O)N/N=C/c1ccccc1O,4.70
CHEMBL4128158,O=C(CCN1CCN(c2ccc(F)cc2)CC1)c1ccc(F)c(F)c1,4.42
CHEMBL4129947,O=C(CCN1CCN(c2ccccc2F)CC1)c1ccc(F)cc1,4.27
CHEMBL4127072,O=C(CCN1CCN(c2ccc([N+](=O)[O-])cc2)CC1)c1ccc(Br)cc1,4.33
CHEMBL4127450,COc1ccc(C(=O)CCN2CCN(c3ccc(Cl)cc3)CC2)cc1,5.41
CHEMBL1917296,CCOc1ccc(C2=NN(C(C)=O)C(c3ccc([N+](=O)[O-])s3)O2)cc1,4.57
CHEMBL516902,OC[C@H]1O[C@@H](n2cnc3c(NC4CCCCCC4)nc(NC4CCCC4)nc32)[C@H](O)[C@@H]1O,5.29
CHEMBL2338422,O=C(N/N=C/c1c(-c2ccccc2)no[n+]1[O-])c1ccncc1,5.19
CHEMBL1863291,CC(C)(C)c1cc(N2CCC(NC(c3ccc(Cl)cc3)c3cccnc3)CC2)[nH]n1,7.72
CHEMBL519873,COC(=O)N(OC)c1ccccc1COc1ccn(-c2ccc(Cl)cc2)n1,5.19
CHEMBL1231667,CC1=C(C(=O)Nc2ccccc2)SCCO1,4.65
CHEMBL1863147,Cc1ncsc1C(=O)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cncs2)CC1,7.16
CHEMBL1863309,O=C(Cc1ccccc1)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1,6.27
CHEMBL1863407,CCN(CC)C(=O)c1cccc(C(O)(c2ccc(Cl)cc2)c2cccnc2)c1,6.82
CHEMBL1863328,CC(C)CS(=O)(=O)NC1CCN(C(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1,6.26
CHEMBL582495,CC1CCN(Cc2c(O)ccc3cc(-c4nc5ccccc5s4)c(=O)oc23)CC1,4.74
CHEMBL527620,COc1ccc(C(=O)Nc2ccc3nc(N4CCCCC4)cc(C)c3c2)cc1OC,4.83
CHEMBL525486,CCN1CCN(Cc2ccc(NC(=O)c3cc4ccc5cccnc5c4[nH]3)cc2)CC1,5.10
CHEMBL2028048,CCOC(=O)c1c(C)n(-c2ccccc2)c2ccc(OC(=O)c3cc(OC)c(OC)c(OC)c3)cc12,4.88
CHEMBL2028051,O=C(NCC(c1ccsc1)N1CCCCCC1)c1ccc(C(F)(F)F)cc1,4.65
CHEMBL524973,OC1=C2C(=Nc3ccccc3SC2c2ccccc2)c2ccccc21,4.86
CHEMBL537505,CCOc1cc(Cl)c(C(C)NC(=O)c2cccc(OC)c2)cc1OCC,4.73
CHEMBL600439,COc1ccccc1N1CCN(C(CNS(=O)(=O)c2ccc(Cl)cc2)c2cccnc2)CC1,6.05
CHEMBL526981,COc1ccc(-c2nc(NC(=O)CS(=O)(=O)c3ccc(F)cc3)sc2C)cc1,4.78
CHEMBL537071,CC(C)=CCN1CCC(C(=O)Nc2ccc(-c3nc4ccccc4[nH]3)cc2)CC1,4.64
CHEMBL591393,O=C(Nc1ccc(F)c(Cl)c1)Nc1ccc(Cl)c(Cl)c1,5.43
CHEMBL527541,Cc1nc2ccccc2c(O)c1CC=C(Cl)Cl,5.73
CHEMBL583555,Cc1ccc2cc3c(N)c4c(C)ccc(C)c4nc3nc2c1,5.34
CHEMBL530438,CCCCCCc1cc2cc(-c3csc(C=Cc4ccccc4)n3)c(=O)oc2cc1O,4.72
CHEMBL601580,COc1ccc(C2Sc3ccccc3N=C3C2=C(O)c2ccccc23)cc1,5.34
CHEMBL590914,COc1ccc(C(O)(CCC(C)C)C(CN2CCOCC2)c2ccc(Cl)cc2)cc1.Cl,5.37
CHEMBL592123,CCCOCc1cc(CN2CCN(c3cccc(Cl)c3)CC2)c(O)c2ncccc12,6.02
CHEMBL581860,OCCNc1nc(Nc2ccc(Cl)c(Cl)c2)nc2ccccc12,5.59
CHEMBL589920,CCOc1cccc2sc(N(Cc3cccnc3)C(=O)C3CCCCC3)nc12,6.78
CHEMBL590159,CC1CC(C)CN(C(=O)c2ccc(Cl)cc2Cl)C1,4.61
CHEMBL586704,Cc1cc(NC(=O)C2c3ccccc3C(=O)N(CC(C)C)C2c2cccs2)no1,4.82
CHEMBL49055,CN(C)CCNc1cc(-c2ccccc2)nc2ccccc12,5.14
CHEMBL577014,Cc1cc(Nc2ccc(OCc3ccccc3)cc2)nc2cc(O)ccc12,5.36
CHEMBL578933,COc1cc(-c2nc(-c3ccc(Sc4ccccc4)cc3)c(-c3ccccc3)[nH]2)cc(OC)c1O,4.95
CHEMBL1276254,O=C1CS/C(=N/N=C/CSc2ccc(Br)cc2)N1,4.37
CHEMBL1276301,Cc1ccc(SC/C=N/N=C2\NC(=O)C(C)S2)cc1,5.17
CHEMBL1276255,CCC1S/C(=N/N=C/CSc2ccc(Br)cc2)NC1=O,4.57
CHEMBL110,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,5.18
CHEMBL1276231,CC1S/C(=N/N=C/CSc2ccccc2)NC1=O,4.36
CHEMBL313679,CC/C(=N\N=C(\N)S)c1cccc(Br)c1,4.96
CHEMBL110,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,5.30
CHEMBL1095911,CC1=CC[C@H](C(C)CCNc2ccccc2)CC1,4.53
CHEMBL1214242,C[C@]12CC[C@H](O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@@H]2[C@@](C)(O)c1ccncc1Cl,6.00
CHEMBL4455030,C=CC1=C[C@@H]2[C@H]3C(C)=CO[C@]45O[C@]67CCCC(C)(C)[C@@H]6CC[C@](C1)(C(=O)[C@]3(C(C)C)C4=O)[C@]25C7,4.32
CHEMBL478532,OC[C@@H]1CC2CCN1C[C@@H]2C#Cc1ccc(-c2ccccc2)cc1,5.25
CHEMBL478350,Nc1ccc(C#CC2(O)CN3CCC2CC3)cn1,4.01
CHEMBL478349,OC1(C#Cc2ccc3cc[nH]c3c2)CN2CCC1CC2,4.58
CHEMBL505301,Cc1cc(C)cc(C#CC2(O)CN3CCC2CC3)c1,4.72
CHEMBL259665,CCOC(=O)c1ccc(C2=CN3CCC2CC3)cc1,4.80
CHEMBL1922430,Cl.O=[N+]([O-])c1nccn1CCCCNc1ccnc2cc(Cl)ccc12,5.46
CHEMBL1922432,Cl.O=[N+]([O-])c1nccn1CCCNc1nc(-c2ccccc2)nc2ccccc12,5.71
CHEMBL1922433,Cl.O=[N+]([O-])c1nccn1CCCCNc1nc(-c2ccccc2)nc2ccccc12,5.44
CHEMBL3754715,CC(=O)c1c(C(F)(F)F)[n+]([O-])c2cc(F)c(N3CCC(O)CC3)cc2[n+]1[O-],5.20
CHEMBL4459251,CCN(CCc1nc2ncccc2[nH]1)C(=O)c1ccccc1,4.19
CHEMBL4458144,CC(C)(C)OC(=O)N1CCCC(O)(c2cc3ncccc3[nH]2)C1,4.19
CHEMBL1256965,COc1cc([N+](=O)[O-])ccc1COP(N)(=O)N(CCCl)CCCl,5.92
CHEMBL4452066,Clc1ccc(C(c2c[nH]cc2-c2ccc(Cl)cc2-c2ccccc2)n2ccnc2)cc1,6.69
CHEMBL3818192,COc1ccc(/C=C(\C)C(=O)/C=C/c2ccc(Br)cc2)cc1,4.70
CHEMBL3818644,COc1ccc(/C=C(\C)C(=O)/C=C/c2ccc(OC)c(OC)c2)cc1,5.01
CHEMBL4571629,O=[N+]([O-])c1ccc(-n2ccc(C(c3ccc(Cl)cc3)n3ccnc3)c2)cc1,5.21
CHEMBL4100012,O=[N+]([O-])c1cn2c(n1)OC[C@H](Oc1cccc(-c3ccc(F)cc3)n1)C2,6.52
CHEMBL110,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,4.79
CHEMBL2179268,Clc1nnc(NCCc2c[nH]cn2)c2ccccc12,5.00
CHEMBL2179266,Clc1nnc(NCCCn2ccnc2)c2ccccc12,5.06
CHEMBL110,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,4.94
CHEMBL3786279,C/C(=N\Nc1nc(-c2ccc(F)cc2)cs1)c1ccc(Cl)c(Cl)c1,4.79
CHEMBL2409542,C/C(=N\Nc1nc(-c2ccccc2)cs1)c1ccccn1,5.95
CHEMBL3329515,C/C(=N\Nc1nc(-c2ccc(C)cc2)cs1)c1ccccn1,5.77
CHEMBL3787688,CC/C(=N\Nc1nc(-c2cccc([N+](=O)[O-])c2)cs1)c1cccc(Br)c1,4.64
CHEMBL2022335,O=C1C=C(n2cc(-c3ccccc3)nn2)C(=O)c2ccccc21,4.96
CHEMBL442471,c1ccc2[nH]c(-c3ccc(OCCCCOc4ccc(-c5nc6ccccc6[nH]5)cc4)cc3)nc2c1,5.24
CHEMBL258555,c1ccc2[nH]c(-c3ccc(OCCCCCCCOc4ccc(-c5nc6ccccc6[nH]5)cc4)cc3)nc2c1,4.83
CHEMBL4077167,O=[N+]([O-])c1cn2c(n1)OC[C@H](OCC#Cc1ccc(OC(F)(F)F)cc1)C2,6.96
CHEMBL4097615,O=[N+]([O-])c1cn2c(n1)OC[C@@H](Oc1ccc(OC(F)(F)F)cc1)C2,5.14
CHEMBL4065451,O=C(O[C@H]1COc2nc([N+](=O)[O-])cn2C1)N1CCN(c2ccc(OC(F)(F)F)cc2)CC1,6.57
CHEMBL4068473,O=C(Nc1ccccc1OC(F)(F)F)N[C@@H]1COc2nc([N+](=O)[O-])cn2C1,5.51
CHEMBL4083095,O=C(Nc1ccc(OC(F)(F)F)cc1)O[C@H]1COc2nc([N+](=O)[O-])cn2C1,5.46
CHEMBL1957516,Cc1c(C(=O)N/N=C/c2c(-c3ccccc3)no[n+]2[O-])no[n+]1[O-],4.60
CHEMBL1957419,O=C(N/N=C/c1c(-c2ccccc2)no[n+]1[O-])c1ccc2c(c1)OCO2,4.30
