Molecule ChEMBL ID,smiles,pIC50
CHEMBL4293488,COc1cc(OC)c(-c2ccc(O)c3c(OC)cc(C)cc23)c2c1C(C)=N[C@@H](C)C2,4.36
CHEMBL3125056,COc1nn(CCOCCN)c2ccc([N+](=O)[O-])cc12,4.58
CHEMBL1688568,CC(C)(C)OC(=O)NCCCNC1CCN(CCc2ccccc2)CC1,4.26
CHEMBL3104486,O=C(C(c1ccc(Cl)cc1)c1cccnc1)N1CCN(c2ccc(C(F)(F)F)nc2)CC1,7.90
CHEMBL3104478,CS(=O)(=O)c1ccc(N2CCC(N(c3ccc(C#N)cc3)c3cccnc3)CC2)cc1,8.63
CHEMBL3137473,N#Cc1cc(C(F)(F)F)ccc1N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,8.15
CHEMBL458933,O=C(CCCc1ccccc1)c1ccc(OC(F)F)c(OC2CCOC2)c1,5.51
CHEMBL3785566,C[C@]1(COc2ccc(-c3ccc(F)cc3)cc2)Cn2cc([N+](=O)[O-])nc2O1,5.55
CHEMBL3787070,CC1(COc2ccc(-c3ccc(OC(F)(F)F)cc3)cn2)Cn2cc([N+](=O)[O-])nc2O1,5.62
CHEMBL3785138,CC1(COc2ccc(-c3ccc(F)cc3)nc2)Cn2cc([N+](=O)[O-])nc2O1,6.00
CHEMBL3787439,CC1(COc2ccc(-c3ccc(F)nc3)nc2)Cn2cc([N+](=O)[O-])nc2O1,5.10
CHEMBL3787018,CC1(COC(=O)N2CCN(c3ccc(F)cc3)CC2)Cn2cc([N+](=O)[O-])nc2O1,5.44
CHEMBL1688686,CCC(=O)N(c1cccc([N+](=O)[O-])c1)C1CCN(CCc2ccccc2)CC1,4.31
CHEMBL4461963,CCc1ccc2nc(NC(=O)C3CC3)sc2c1,6.85
CHEMBL4533522,Cc1cc2nc(NC(=O)C3CC3)sc2cc1C(F)(F)F,4.58
CHEMBL1863495,COc1ccc(CN2CCC(NC(c3cccnc3)c3ccc(Cl)cc3F)CC2)cc1,6.43
CHEMBL1863205,COc1ccc(N2CCC(NC(c3cccnc3)c3ccc(Cl)cc3F)CC2)cc1F,8.14
CHEMBL1862802,COc1cncc(N2CCC(NC(c3ccc(Cl)cc3)c3cccnc3)CC2)c1,7.38
CHEMBL1863016,CS(=O)(=O)c1ccc(N2CCC(NC(c3cccnc3)c3ccc(Cl)cc3F)CC2)cc1,8.59
CHEMBL1863150,Cn1cc(C(NC2CCN(c3ccc(C(F)(F)F)cc3)CC2)c2cccnc2)cn1,6.99
CHEMBL1863048,FC(F)(F)c1ccc(N2CCC(NC(c3ccc(Cl)cc3)c3cccnc3)CC2)cn1,8.18
CHEMBL1863020,FC(F)(F)c1ccc(N2CCC(NC(c3cccnc3)c3cnn(Cc4ccccc4)c3)CC2)cc1,8.22
CHEMBL1863454,CCC(C(C)O)N1CCC(NC(c2ccc(Cl)cc2)c2cccnc2)CC1,6.64
CHEMBL1862959,Cc1occc1C(=O)Nc1ccccc1,4.12
CHEMBL3763989,CCCCCCCC(O)/C=C/c1ccc(O)cc1,5.21
CHEMBL1863459,OC1CCN(C(c2ccc(Cl)cc2)c2cccnc2)CC1,6.10
CHEMBL1863383,OC(c1ccc(C(F)(F)F)cc1)(c1cccnc1)c1ccc(Cl)cc1F,8.75
CHEMBL1863287,CC(C)CC(=O)N1CCN(C(c2ccc(Cl)cc2)c2cccnc2)CC1,7.26
CHEMBL1863174,CC(C)Oc1ccccc1C(O)(c1ccc(Cl)cc1)c1cccnc1,6.35
CHEMBL1863447,OC(c1ccc(Cl)cc1)(c1cccnc1)c1cncs1,6.85
CHEMBL1862827,OC(c1ccc(Cl)cc1)(c1cccnc1)c1ccc(Br)cc1F,7.57
CHEMBL290960,CC1CS(=O)(=O)CCN1/N=C/c1ccc([N+](=O)[O-])o1,6.64
CHEMBL442989,Cc1cccc(C(=O)N/N=C/c2ccc([N+](=O)[O-])o2)c1,4.56
CHEMBL479592,O=C(N/N=C/c1ccc([N+](=O)[O-])o1)c1ccc(Cl)cc1,5.04
CHEMBL267345,C[C@@H]1OC(=O)C[C@H](O)C[C@H](O)CC[C@@H](O)[C@H](O)C[C@H](O)C[C@]2(O)C[C@H](O)[C@@H](C(=O)O)[C@H](C[C@@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H](N)[C@@H]3O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](C)[C@@H](O)[C@H]1C)O2,5.96
CHEMBL596282,C=CCNC(=S)N/N=C/C=C/c1ccc([N+](=O)[O-])s1,5.92
CHEMBL3260112,Br.C=CCn1c(-c2ccc(Cl)cc2)cs/c1=N\N=C\C=C\c1ccco1.O,5.89
CHEMBL3260066,C=CCn1c(-c2ccc(Cl)cc2)cs/c1=N\N=C\C=C\c1ccc([N+](=O)[O-])s1,5.00
CHEMBL3260098,S=C(N/N=C/C=C/c1ccco1)Nc1ccccc1,4.96
CHEMBL3260050,O=C1CS/C(=N\N=C\c2ccc([N+](=O)[O-])s2)N1c1ccccc1,4.89
CHEMBL4442466,CCN(CCC(=O)Nc1cccnc1)C(=O)c1ccc(F)cc1,4.19
CHEMBL3431357,Cn1cc(CN2CCN(c3ccc4c(c3)CCN(C(=O)[C@H]3C[C@@H]3c3ccccc3)CC4)CC2)cn1,4.50
CHEMBL3431394,O=C(CC1(O)C(=O)N(Cc2ccccc2)c2ccc(Br)cc21)c1cccnc1,5.30
CHEMBL3431086,O=C(N[C@H](CO)c1ccccc1)c1ccc(-c2c[nH]c3nccc(C(F)(F)F)c23)s1,5.00
CHEMBL3431168,COc1ncc(-c2ccc3nccc(-c4ccncc4)c3c2)cc1NS(=O)(=O)C1CC1,6.50
CHEMBL3431307,Cc1ccc(C)c(OC2CCN(C(=O)C(C)n3ccnc3)CC2)c1,6.40
CHEMBL3431311,COc1ccccc1CNc1cc(C2CC2)nc(-c2nccn2C)n1.O=C(O)C(F)(F)F,6.10
CHEMBL3431313,Cc1ccccc1CNc1cc(C2CC2)nc(-c2nccn2C)n1.O=C(O)C(F)(F)F,6.10
CHEMBL3431314,Cn1ccnc1-c1nc(NCc2ccccc2Cl)cc(C2CC2)n1.O=C(O)C(F)(F)F,6.10
CHEMBL3431317,O=C(Nc1nnc(-c2ccccn2)[nH]1)C1CC1c1ccccc1,4.70
CHEMBL3431327,Cc1ccc(Nc2nc(C3CCCN3Cc3cc[nH]n3)cs2)nc1,5.70
CHEMBL3431337,COc1ccc2ncc(Cl)c(CCN3CC[C@@H](NCc4cc5c(cn4)OCS5)[C@H](O)C3)c2n1,7.10
CHEMBL3431351,O=C(Nc1cccc(Cl)c1)N1CCCCC1c1cccnc1,6.70
CHEMBL3431352,CCOc1ccccc1C(=O)Nc1nnc(-c2ccc3c(c2)OCO3)s1,7.10
CHEMBL3431357,Cn1cc(CN2CCN(c3ccc4c(c3)CCN(C(=O)[C@H]3C[C@@H]3c3ccccc3)CC4)CC2)cn1,5.50
CHEMBL3431360,CC(=O)NC1(c2ccccc2)CCN(CC(=O)Nc2ccccc2-c2ccccc2)CC1,5.10
CHEMBL3431368,COc1ccc(S(=O)(=O)NCc2ccc(-c3ccc(CN(C)CCO)cc3)cc2)cc1.O=C(O)C(F)(F)F,5.60
CHEMBL3431032,COc1ccc(NS(=O)(=O)c2cc(-c3cc(C)n[nH]3)ccc2C)cc1OC,5.70
CHEMBL3431045,Cc1cc(NC(=O)C2CC2)ccc1OC1CCN(Cc2ccco2)CC1.O=C(O)C(F)(F)F,4.40
CHEMBL3431049,OCC1CCCCN1c1cc(-c2ccccn2)nc(Nc2ccccc2)n1,5.40
CHEMBL3431052,Cc1nn(-c2nc(N)nc(-c3ccccn3)n2)c(N)c1-c1ccccc1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,5.30
CHEMBL1388922,O=C(Nc1nc(-c2ccccn2)cs1)c1ccccc1-n1cnnn1,5.50
CHEMBL3430957,Cl.O=C(NCC(c1cccs1)N1CCOCC1)c1ccc([N+](=O)[O-])o1,4.80
CHEMBL3431400,COc1cccc(C(=O)[C@H]2C[C@@H]2CN(Cc2cccnc2)Cc2cccnc2)c1,7.20
CHEMBL3431405,CCCC(=O)N(Cc1ccccn1)c1nc2ccccc2s1,7.00
CHEMBL3431428,CCCCn1c(=O)c2c(N)onc2n(CCCC)c1=O,4.50
CHEMBL3431433,CC(=O)Nc1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1C(F)(F)F,6.30
CHEMBL3430930,CNC(=O)Oc1ccc(C(=O)NCc2ccccc2)cc1OC(=O)NC,4.40
CHEMBL3431148,O=C(CSc1ccc(F)cc1)N[C@@H](Cc1c[nH]cn1)C(=O)NCCc1ccccc1.O=C(O)C(F)(F)F,6.30
CHEMBL3430913,CN(C)Cc1ccc(-c2ccc(S(=O)(=O)NCC3CCCO3)c(F)c2)cc1.O=C(O)C(F)(F)F,5.70
CHEMBL3430942,O=C(CN(Cc1ccccn1)Cc1ccccn1)NCc1csc(-c2cccs2)n1.O=C(O)C(F)(F)F,5.60
CHEMBL3430943,Cc1nn(-c2ccccc2)nc1CNC(=O)CN(Cc1ccccn1)Cc1ccccn1.O=C(O)C(F)(F)F,5.50
CHEMBL3431202,COc1ccc2ncc(=O)n(CCN3CC[C@H](NCc4ncc(Cl)c5[nH]ncc45)[C@H](O)C3)c2n1,5.50
CHEMBL3431203,NC(=O)c1ncccc1Nc1nc(N[C@H]2CC[C@H](O)CC2)ncc1Br,5.70
CHEMBL3430956,CCOc1ccc2nc(NC(=O)c3ccc([N+](=O)[O-])s3)sc2c1,6.00
CHEMBL3431296,CC(C)CC(=O)Nc1cc(C2CC2)nn1-c1nc2c(c(=O)[nH]1)CCCC2,5.60
CHEMBL3215712,Cl.Cl.Cl.Cl.O=[N+]([O-])c1ncn(CCCN2CCN(Cc3ccc(Cl)c(Cl)c3)CC2)n1,6.54
CHEMBL2448725,O=C(Nc1ccccc1-n1ccnc1)c1cnc(-c2ccccc2)nc1,7.20
CHEMBL306469,OC1(Cc2ccc(Cl)cc2)c2ccccc2C2=NCCCN21,4.19
CHEMBL2448726,CO/N=C(\C)c1ccc(-n2ccnc2)c(NC(=O)c2cc(-c3ccccc3)cs2)c1,7.68
CHEMBL3785855,COc1ccc(-c2csc(N/N=C(\C)c3ccc(Cl)c(Cl)c3)n2)cc1,4.77
CHEMBL3785867,CC1(COc2ccc(OC(F)(F)F)cc2)Cn2cc(Br)nc2O1,4.66
CHEMBL3785246,CC1(COc2ccc(OC(F)(F)F)cc2)Cn2c(Br)cnc2O1,6.89
CHEMBL2139823,C[C@@H]1CN([C@H](C)CO)C(=O)c2cccc(NC(=O)c3ccncc3)c2O[C@@H]1CN(C)Cc1ccc(Oc2ccccc2)cc1,5.92
CHEMBL3109370,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccc(Oc3ccccc3)cc2)Oc2c(NC(=O)c3ccncc3)cccc2C1=O,7.62
CHEMBL3109378,C[C@H]1CN([C@@H](C)CO)C(=O)c2cccc(NC(=O)c3ccncc3)c2O[C@@H]1CN(C)Cc1ccccc1C(F)(F)F,7.47
CHEMBL3109377,COc1cccc(CN(C)C[C@H]2Oc3c(NC(=O)c4ccncc4)cccc3C(=O)N([C@@H](C)CO)C[C@@H]2C)c1,7.24
CHEMBL3109373,C[C@H]1CN([C@@H](C)CO)C(=O)c2cccc(NC(=O)c3ccncc3)c2O[C@@H]1CN(C)Cc1ccccc1Cl,6.78
CHEMBL2139823,C[C@@H]1CN([C@H](C)CO)C(=O)c2cccc(NC(=O)c3ccncc3)c2O[C@@H]1CN(C)Cc1ccc(Oc2ccccc2)cc1,6.58
CHEMBL2448750,CC(=O)N(Cc1c[nH]cn1)c1ccc(-c2ccc(F)cc2)cc1F,7.47
CHEMBL1863363,Cc1cc(C(=O)NC2CCN(C(c3ccc(C#N)cc3)c3cccnc3)CC2)n(C)n1,7.33
CHEMBL1862986,CC(C)(C)NC(=O)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,7.21
CHEMBL3104486,O=C(C(c1ccc(Cl)cc1)c1cccnc1)N1CCN(c2ccc(C(F)(F)F)nc2)CC1,8.10
CHEMBL3104477,CS(=O)(=O)c1ccc(N2CCC(N(c3ccc(Cl)cc3)c3cccnc3)CC2)cc1,8.70
CHEMBL3104472,FC(F)(F)c1ccc(N(c2cccnc2)C2CCN(c3ccc(Cl)cc3)CC2)cc1,7.66
CHEMBL3104536,FC(F)(F)c1ccc(N2CCC(N(c3ccc(C(F)(F)F)cc3)c3cccnc3)CC2)cc1,7.77
CHEMBL2448739,Cc1ccc(-n2ccnc2)c(NC(=O)c2cnc(-c3ccccc3)s2)c1,8.70
CHEMBL2448743,CCN(Cc1cnc[nH]1)c1cc(F)cc(-c2nc3ccccc3s2)c1,7.32
CHEMBL3105857,COc1ccc(/C=C/C(=O)/C(C)=C/c2ccccc2)cc1,4.84
CHEMBL2448742,CC(=O)N(Cc1c[nH]cn1)c1ccc(-c2nc3ccccc3s2)cc1,7.87
CHEMBL2448745,CS(=O)(=O)N(Cc1c[nH]cn1)c1ccc(-c2ccc(F)cc2)cc1F,8.66
CHEMBL2448746,CC(=O)N(Cc1cnc[nH]1)c1cc(F)cc(-c2nc3ccccc3s2)c1.O=CO,6.27
CHEMBL2448747,CC(C)Cc1ccc(-n2ccnc2)c(NC(=O)c2cnc(-c3ccccc3)s2)c1,9.66
CHEMBL3125051,CNCCOCCn1nc(OCc2ccccc2)c2cc([N+](=O)[O-])ccc21,4.84
CHEMBL110,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,4.80
CHEMBL55531,COc1cc2c(c(OC(C)=O)c1OC)C(=O)[C@]1(OC)C=C[C@H]2N(c2ccccc2)O1,4.62
CHEMBL2282892,Cc1ccc(C2=NOC3(SCc4ccccc4C3=O)C2c2ccc(C)cc2)cc1,4.72
CHEMBL2282897,Cc1ccc(C2C(c3ccc([N+](=O)[O-])cc3)=NOC23SCc2ccccc2C3=O)cc1,4.34
CHEMBL2435425,COc1cc2c(cc1C(C)NCCc1ccccc1)C=CC(C)(C)O2,5.04
CHEMBL2435420,COc1cc2c(cc1C(C)OC/C=C/c1ccccc1)C=CC(C)(C)O2,4.14
CHEMBL1863002,O=C(Nc1ccc(Cl)cc1)N1CCN(C(c2cncnc2)c2ccc(Cl)cc2F)CC1,8.00
CHEMBL1863040,O=C(Nc1ccccc1)N1CCN(C(c2ccc(Cl)cc2)c2cccnc2)CC1,8.05
CHEMBL1863404,CS(=O)(=O)N1CCN(C(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,7.11
CHEMBL1863145,CS(=O)(=O)N1CCN(C(c2cccnc2)c2ccc(Cl)cc2F)CC1,7.46
CHEMBL1863455,CC(C)(C)C(=O)N1CCN(C(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,7.52
CHEMBL1862941,CC(C)(C)C(=O)N1CCN(C(c2cccnc2)c2ccc(C(F)(F)F)cc2F)CC1,7.62
CHEMBL115592,Cn1c2nc3ccccc3c-2cc2c(C(F)(F)F)cccc21,4.79
CHEMBL254534,CCCCCCCCCCCCC/C=C1/CCC[C@H](O)[C@H]1NCCN,6.85
CHEMBL48621,N=C(Nc1ccc(-c2ccc(-c3ccc(NC(=N)c4ccccc4)cc3)o2)cc1)c1ccccc1,4.86
CHEMBL255101,O=C1C=C(Oc2ccc(Cl)cc2Cl)C(=O)c2cc3ccccc3cc21,4.86
CHEMBL255946,Cc1ccc(OC2=CC(=O)c3ccccc3C2=O)cc1Br,5.54
CHEMBL62575,COc1cc(-c2ccc(-c3ccc(/N=C(\N)c4ccccn4)c(OC)c3)o2)ccc1/N=C(\N)c1ccccn1,6.00
CHEMBL208713,CC(C)(C)C(=O)SCCOP(=O)(OCCSC(=O)C(C)(C)C)Oc1ccc(O)c(C=O)c1,4.82
CHEMBL1863463,CC(C)(C)CC(=O)N1CCC(NC(c2ccc(Cl)cc2)c2cccnc2)CC1,7.51
CHEMBL1863465,CCN(CC)C(=O)N1CCC(NC(c2ccc(Cl)cc2)c2cccnc2)CC1,7.44
CHEMBL1862829,O=S(=O)(NC(c1ccc(C(F)(F)F)cc1)c1cnccn1)c1ccccc1,5.44
CHEMBL1862906,O=C(c1ccccc1)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1,6.50
CHEMBL1862847,CS(=O)(=O)N1CCC(CNC(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1.Cl,6.35
CHEMBL1863094,CS(=O)(=O)N1CCC(CNC(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1,6.44
CHEMBL1863041,CC(C)(C)OC(=O)N1CCN(C(c2ccc(Cl)cc2)c2cccnc2)CC1,7.57
CHEMBL1863508,O=C(NCc1ccccc1)c1cccc(C(O)(c2ccc(Cl)cc2)c2cccnc2)c1,6.80
CHEMBL1862980,COc1ccccc1N1CCN(C(c2cncnc2)c2ccc(Cl)cc2F)CC1,7.19
CHEMBL1863285,O=C(C1CCCCC1)N1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1,6.50
CHEMBL1862961,O=S(=O)(Cc1ccccc1)N1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1,6.66
CHEMBL1863182,CC(C)c1ccc(S(=O)(=O)NC2CCN(C(c3ccc(C(F)(F)F)cc3)c3cnccn3)CC2)cc1,6.28
CHEMBL1863202,CC(C)c1ccc(S(=O)(=O)NC2CCN(C(c3cnccn3)c3ccc(F)cc3F)CC2)cc1,6.07
CHEMBL1356637,CON(C)C(=O)Nc1ccc(Br)cc1,4.14
CHEMBL1863347,OC(c1ccccc1)(c1cncnc1)c1ccccc1Cl,5.60
CHEMBL1863201,O=C(c1ccc(C(F)(F)F)cc1)N1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1,6.82
CHEMBL1863353,CC(C)c1ccc(S(=O)(=O)N2CCN(C(c3ccc(Cl)cc3)c3cncnc3)CC2)cc1,7.62
CHEMBL1862849,O=S(=O)(c1ccc(C(F)(F)F)cc1)N1CCN(C(c2ccc(Cl)cc2)c2cccnc2)CC1,7.26
CHEMBL1863139,O=C(C1CC1)N1CCN(C(c2cncnc2)c2ccc(Cl)cc2F)CC1,6.75
CHEMBL1863039,NC(=O)c1cccc(C(O)(c2cccnc2)c2ccc(Cl)cc2F)c1,7.61
CHEMBL1863414,O=C(C1CC1)N1CCC(NC(c2ccc(Cl)cc2)c2cccnc2)CC1,6.75
CHEMBL75534,CC(C)=CCC/C(C)=C/COC1CCCCO1,4.17
CHEMBL2180333,C/C(COc1ccccc1)=N\Nc1nc(-c2ccc3ccccc3c2)cs1,4.44
CHEMBL2180666,C/C(COc1ccccc1)=N\N=C1/NC(=O)C(c2ccccc2)S1,4.46
CHEMBL2180343,C/C(COc1ccccc1)=N\N=C1\SC(c2ccccc2)C(=O)N1c1ccccc1,4.81
CHEMBL2180670,C/C(COc1ccccc1)=N\N=C1\SC(C(C)C)C(=O)N1C,4.85
CHEMBL2180342,C/C(COc1ccccc1)=N\N=C1\SC(C(C)C)C(=O)N1c1ccccc1,5.21
CHEMBL1802090,O=C(CN1C(=O)CNC2(C1=O)C1CC3CC(C1)CC2C3)NO,5.26
CHEMBL1257052,Cn1c([N+](=O)[O-])cnc1-c1nnc(N/N=C\c2ccc(O)cc2)s1,5.89
CHEMBL2070544,O=C(NCCCn1cnc([N+](=O)[O-])n1)c1ccc(-c2ccccc2)cc1,7.37
CHEMBL36802,COc1ccc2c(OC(C)=O)c3cc(C(C)=O)oc3cc2c1,5.73
CHEMBL1093851,CC(C)=NNc1ncnc2sc3c(c12)CCCC3,4.85
CHEMBL368478,c1ccc(-c2c[nH]c3c4ccccc4nc-3c2)cc1,5.07
CHEMBL1091956,FC(F)(F)c1ccccc1/C=N/Nc1ncnc2sc3c(c12)CCCC3,4.86
CHEMBL577708,O=C(/C=C/c1ccc2no[n+]([O-])c2c1)c1ccccc1,5.30
CHEMBL566282,Cc1ccc([S+]([O-])/C=C\c2ccc3no[n+]([O-])c3c2)cc1,5.08
CHEMBL566290,O=S(=O)(/C=C\c1ccc2no[n+]([O-])c2c1)c1ccccc1,5.96
CHEMBL566291,C=CS(=O)(=O)Cc1ccc2no[n+]([O-])c2c1,4.84
CHEMBL110,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,5.10
CHEMBL1275764,CC(C)Oc1cc(NC(=N)c2ccccn2)ccc1-c1ccc(-c2ccc(NC(=N)c3ccccn3)cc2OC(C)C)o1,6.15
CHEMBL447705,Cc1ccc(C(=N)Nc2ccc(-c3ccc(-c4ccc(NC(=N)c5ccc(C)cn5)cc4OC(C)C)o3)c(OC(C)C)c2)nc1,7.82
CHEMBL175276,c1ccc2c(c1)[nH]c1cccnc12,4.63
CHEMBL110,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,5.40
CHEMBL1173252,O[C@@H]1Cc2cc(OC(F)(F)F)ccc2N[C@H](c2ccccc2)C1,4.58
CHEMBL52761,CCCC(O)(P(=O)(O)O)P(=O)(O)O,4.67
CHEMBL459394,C=CC1=C(C)[C@@H]2C[C@@H](OC(C)=O)[C@H]3[C@](C)(COC(C)=O)CCC[C@]3(C)[C@H]2CC1,4.23
CHEMBL110,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,7.07
CHEMBL41106,O=C1c2ccccc2C(=O)N1CCCN1CCN(CCCNCC2CCCCC2)CC1,5.30
CHEMBL110,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,5.58
CHEMBL494899,C=CCOc1cc(OC)c(C(=O)/C=C/c2ccccc2F)c(OCC=C)c1,5.21
CHEMBL132400,Cc1cccc(C)c1OCCSC#N,4.89
CHEMBL118478,O=C(/C=C/c1ccc2c(c1)OCO2)N1CCCCC1,4.01
CHEMBL110,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,4.46
CHEMBL1819410,CCOC(=O)c1c(CN(C)Cc2ccccc2)nc2ccc(Cl)cc2c1-c1ccccc1,5.01
CHEMBL1819406,CCOC(=O)c1c(CN2CCCC2)nc2ccc(Cl)cc2c1-c1ccccc1,4.21
CHEMBL1779947,CC(=O)Oc1ccccc1C(=O)Nc1nc2ccc([N+](=O)[O-])cc2s1,5.31
CHEMBL2371786,CC[C@@H]1NC(=O)[C@H]([C@H](O)C(C)C/C=C/c2ccccc2)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O,6.09
CHEMBL3431177,O=C(c1cccc(Nc2ncc(-c3ccc4c(c3)OCO4)cn2)c1)N1CCOCC1,6.10
CHEMBL3431195,NC(=O)c1cc(F)ccc1Nc1nc(N[C@H]2CC[C@H](O)CC2)ncc1Br,6.30
CHEMBL3431053,Nc1nc(-c2ccccn2)nc(-n2nc(-c3ccccc3)cc2N)n1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,5.60
CHEMBL3431269,CCc1nn(-c2ncc(F)c(NC(C)C)n2)c(N)c1C1CCCCC1,5.50
CHEMBL3430991,C=CCn1nc([N+](=O)[O-])nc1Oc1ccc(Cl)cc1Cl,6.60
CHEMBL3431001,O=S(=O)(c1ccccc1C(F)(F)F)N1CCN(Cc2ccc(-n3ccnc3)cc2)CC1,6.60
CHEMBL3431412,CCCc1nc2nc(N)nc(N)c2cc1CC,6.50
CHEMBL3431425,COc1cccc(Nc2cc(C)nc(-c3ccccn3)n2)c1,4.90
CHEMBL3431145,NC(=O)c1ccccc1Nc1nc(NC2CCCCC2)nc2[nH]ccc12,6.00
CHEMBL2441267,Cc1cnc(Nc2cc(Cc3ccccc3)nc(N[C@H]3CC[C@H](O)CC3)n2)s1,6.90
CHEMBL3431234,Cc1nn(-c2nc(N)nc(-c3ccccn3)n2)c(C)c1Cc1ccccc1,5.60
CHEMBL3431235,CN(C)c1ccc(-c2cc3nccnc3c(OC[C@H]3CCCNC3)n2)cn1.Cl,5.80
CHEMBL3431240,COc1ccc(-c2ccc3nnc(-c4ccc(O)c(OC)c4)n3c2)cn1,5.90
CHEMBL271134,Clc1ccc(C2N(Cc3ccc(Cl)c(Cl)c3)CCN2Cc2ccc(Cl)c(Cl)c2)cc1,4.60
CHEMBL437212,COc1ccc(C2N(Cc3ccc(Cl)cc3)CCN2Cc2ccc(Cl)cc2)cc1,5.30
CHEMBL405126,Clc1ccc(CN2CCN(Cc3ccc(Cl)c(Cl)c3)C2)cc1Cl,4.82
CHEMBL3397258,COc1ccc2nc(NC3CCCCC3)c([S+](C)[O-])nc2c1,5.60
CHEMBL39970,Clc1ccc(OCCOC2CCCCO2)c(Cl)c1,4.03
CHEMBL389017,[O-][n+]1onc2cc(/C=C/c3cccs3)ccc21,4.91
CHEMBL225874,[O-][n+]1onc2cc(/C=C/c3ccc(Br)cc3)ccc21,5.26
CHEMBL189021,Cn1c([N+](=O)[O-])cnc1-c1nnc(N/N=C/c2ccccc2O)s1,4.27
CHEMBL368165,c1ccc(-c2c[nH]c3c4ccccc4nc-3c2)nc1,4.30
CHEMBL1978880,COC(=O)c1cc(O)ccc1O,4.01
CHEMBL166,Nc1nc(N)nc(Nc2ccc([As]3SCC(CO)S3)cc2)n1,8.39
CHEMBL512552,C=CC1=C(C)[C@@H]2C[C@@H](O)[C@H]3[C@](C)(CO)CCC[C@]3(C)[C@H]2CC1,4.78
CHEMBL504491,[O-][n+]1onc2ccc(/C=N/N=C/c3ccc(O)cc3)cc21,4.60
CHEMBL110,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,5.35
CHEMBL1939611,COC(=O)C1=NN(c2ccccc2)[C@@H]2N1c1ccccc1N1C(C(=O)OC)=NN(c3ccccc3)[C@@]21C,5.37
CHEMBL290960,CC1CS(=O)(=O)CCN1/N=C/c1ccc([N+](=O)[O-])o1,5.64
CHEMBL110,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,5.90
CHEMBL299003,C[C@@H](COc1ccc(Oc2ccccc2)cc1)SC#N,4.60
CHEMBL870,NCCCC(O)(P(=O)(O)O)P(=O)(O)O,4.60
CHEMBL129569,N#CSCCOc1ccc(Nc2ccccc2)cc1,4.39
CHEMBL55264,CCCCCCC(O)(P(=O)(O)O)P(=O)(O)O,4.74
CHEMBL39581,N#CSCCOc1ccc(Oc2ccccc2)cc1,4.80
CHEMBL2386137,O=C(Nc1cc(Cl)nc(Cl)c1)O[C@@H](Cn1ccnc1)c1ccc(Cl)cc1,7.01
CHEMBL2448716,CO/N=C(\C)c1ccc(-n2ccnc2)c(NC(=O)c2cnc(-c3ccccc3)s2)c1,9.21
CHEMBL2448706,CN(CC(O)COc1ccc2cc(Br)ccc2c1)C1CCCCC1,5.33
CHEMBL2448708,CCN(Cc1cccnc1)c1cccc(-c2nc3ccccc3s2)c1,6.84
CHEMBL3216151,COc1ccc(N2CCN(CCCn3ccnc3[N+](=O)[O-])CC2)cc1.Cl.Cl,4.46
CHEMBL2448731,CS(=O)(=O)N(Cc1cccnc1)c1ccc(-c2nc3ccccc3s2)cc1,7.39
CHEMBL43185,O=C(/C=C/C=C/c1ccc2c(c1)OCO2)N1CCCCC1,5.14
CHEMBL259133,[Cl-].c1ccc(Nc2n[n+](-c3ccccc3)c(CCCCc3ccc4c(c3)OCO4)s2)cc1,5.46
